F,K,vol,T,pv_p,pv,bp_error,delta_p,delta,vega_p,vega 
2.280971864521139092e-02,3.842886584530844085e-02,5.380112363137703330e-03,9.680515733404584378e-01,4.780184348253044280e-05,2.405640786943945195e-06,4.539620269558649612e-01,2.072159656336894189e-03,1.585564069073554412e-03,6.330665491734092931e-02,5.050228980932011322e-03
-1.374522128551970701e-03,3.459015124771532002e-02,3.311556142685869852e-03,2.821837262955618986e+00,9.166068439269564605e-05,4.166973159923450050e-14,9.166068435102592282e-01,-8.364904414662050619e-03,5.060212312783227475e-11,1.955671810219830262e-02,5.621401183697124207e-10
2.001250479659225090e-03,9.788056775463823203e-03,2.485301765026638049e-03,4.364433237636172969e+00,1.659534696413986210e-04,1.522536065501155613e-04,1.369986309128305990e-01,1.183586776220515446e-01,6.684072982953333242e-02,3.786643100185896893e-01,2.706831950427917022e-01
2.641186585886792088e-02,4.286842365696575535e-02,7.233182913029633995e-03,3.225206604770557650e+00,6.615107757854052362e-04,6.343100175311322704e-04,2.720075825427296645e-01,1.204209048227965206e-01,1.026015513480064423e-01,3.448598830008128835e-01,3.211281126708300793e-01
2.611318735884849557e-02,1.568119641048897756e-02,7.046492119210836201e-03,1.247642412271395163e+00,1.074168627497627121e-02,1.077140502128180570e-02,2.971874630553449359e-01,1.124010898523914337e+00,9.074818542849961700e-01,2.254847497998650196e-01,1.851364493864385563e-01
2.249350724729134998e-02,4.431488872551729574e-02,9.894225928492952210e-03,1.411075921754572526e+00,1.966640606986830991e-04,1.453078977650201851e-04,5.135616293366291885e-01,4.979457964295638805e-02,3.168194763643917417e-02,7.806990695528549795e-02,8.455959760364736844e-02
8.108890565594514474e-03,1.213661164333596811e-02,1.245843402727602259e-02,2.513791535295177848e+00,5.900322179406555963e-03,6.029612200493462276e-03,1.292900210869063038e+00,4.150928153593957393e-01,4.192132403720868483e-01,6.625462510306899810e-01,6.195069290338358625e-01
4.263116440969327153e-02,2.603083272319753338e-02,7.628138577848202900e-03,3.271179330035587807e+00,1.735397173120301756e-02,1.736925005695456187e-02,1.527832575154430828e-01,9.547753617036800478e-01,8.855549225838519334e-01,2.476213771970459943e-01,3.498552875276137453e-01
2.613892696903052926e-02,2.192959662913817470e-02,8.361365845677202688e-03,9.795689458745771017e-01,5.756181598764039190e-03,5.824222617038942069e-03,6.804101827490287580e-01,7.930211462870734307e-01,6.945008964019490083e-01,3.814199754503842521e-01,3.469336202088927346e-01
1.669736051284836237e-02,3.722929858105113871e-02,8.542926914881662781e-03,4.919688658664631564e-01,2.908256250967224121e-05,4.682310093277337881e-07,2.861433150034450867e-01,2.773458773437059363e-02,3.056739440642800508e-04,2.980832110736980275e-02,7.894612192187102240e-04
1.377006269573360746e-02,2.365564760647187459e-02,8.469633446582931074e-03,1.822850274170415563e+00,1.247736279049990737e-03,1.225108740569892446e-03,2.262753848009829150e-01,1.526799008582688522e-01,1.936581381143162028e-01,2.619965605715473544e-01,3.706810605624363264e-01
-4.957187435689777710e-03,2.187820147827971434e-02,4.780862421251111556e-03,2.468110433033611884e+00,-2.568934351046547881e-05,3.279023067281846611e-07,2.601724581719366269e-01,2.632052722894657939e-03,1.765331683934943919e-04,2.470721347679345758e-02,1.059482179254458110e-03
2.206601255280479790e-02,3.794658475623324118e-02,1.171993702320660302e-02,2.141933577572453729e+00,1.708041936634324340e-03,1.642568434844389946e-03,6.547350178993439629e-01,1.443439284563421132e-01,1.772634993754010069e-01,3.037401834301419745e-01,3.803445553403003165e-01
3.140600824281032655e-03,2.779432557254064851e-02,6.803070385599974297e-03,1.762055873795298933e+00,6.873441262425852849e-05,8.674396487331056873e-06,6.006001613692747432e-01,1.530545152292069923e-02,3.166408710050631903e-03,6.063197226459546979e-02,1.274985563121754095e-02
4.707688888084452655e-02,4.690044140002209982e-02,2.433722738909010076e-03,4.483385810923920189e+00,2.289168903202878219e-03,2.145244668158894676e-03,1.439242350439835505e+00,5.717475154234299417e-01,5.136573524067515883e-01,7.276085483502667817e-01,8.442256340349795218e-01
1.114204149584256502e-02,3.869892950734474951e-02,1.195301022056789383e-02,2.340089745994537562e+00,5.145819013520486207e-04,5.272821096634895633e-04,1.270020831144094142e-01,5.445506290396356919e-02,6.589493524627797194e-02,1.410326923384620790e-01,1.960294032660030161e-01
3.098298782836110543e-02,1.463961885833252492e-02,1.058445545899200715e-02,4.161074325610343572e-02,1.631448193953587145e-02,1.634336897002858571e-02,2.888703049271426626e-01,9.947404946654246904e-01,9.999999999999812372e-01,9.144596870766645569e-02,2.940193725684605321e-14
2.679867476462952092e-02,2.662388125177437420e-02,1.388635207742374561e-02,2.260977634072814102e-01,2.967301836230630194e-03,2.722505286303960204e-03,2.447965499266699929e+00,4.747357294488520618e-01,5.105596214525390808e-01,3.308886798215392999e-01,1.896295558305339246e-01
3.036810270719914051e-02,1.313121928297605011e-02,9.478809391313715305e-03,1.155101022749334544e-01,1.719810821011837770e-02,1.723688344904185030e-02,3.877523892347259360e-01,1.061980326646243755e+00,9.999999561460201081e-01,9.701870740231703649e-02,8.236527045397228115e-08
4.159117814865503568e-03,4.911952596293787943e-02,1.194188795258123784e-02,2.673614345952442406e+00,1.167615927684037547e-05,7.096673636634284526e-05,5.929057708950247196e-01,2.263020179487854749e-02,1.065226644402029500e-02,6.925775033524846080e-02,4.604774266640566244e-02
4.393950216743265635e-02,1.209381932230026331e-02,1.213405081381400616e-02,4.343029352954939526e+00,3.300848988911775361e-02,3.310009435674286793e-02,9.160446762511431640e-01,8.650639114055564960e-01,8.960490385685085934e-01,4.035362746894058383e-01,3.761976054696871130e-01
8.979167449781997809e-03,1.583003964387412477e-02,6.987663994146881864e-03,3.513422098695004436e+00,2.430362117469650474e-03,2.498738437886172982e-03,6.837632041652250692e-01,2.942463579361838111e-01,3.004674324929614837e-01,6.305057453355267238e-01,6.521782415696765201e-01
2.461706482672582075e-02,3.350832699200510800e-02,8.859142434047988929e-03,4.795057662943162491e+00,4.001645241735197686e-03,4.092543953685312715e-03,9.089871195011502980e-01,3.862878817256203967e-01,3.233590023961943616e-01,8.787060151101374617e-01,7.864884969807798276e-01
1.996300180360592591e-02,4.862215930740317743e-02,7.418392849420503768e-03,1.397784085071529958e+00,-2.872839554806348727e-05,1.261655686172125040e-06,2.999005123423561514e-01,1.203397293909166423e-02,5.422505622602828007e-04,1.963835608167266780e-02,2.264924532518482626e-03
-6.533420454712335346e-03,1.339329147159708765e-02,1.434989495401088611e-02,5.459195489028317860e-01,-1.192851063567569592e-05,1.236220321180368168e-04,1.355505427537125218e+00,3.337907990852580914e-02,3.009395184970744055e-02,7.858712837802300788e-02,5.040423945049284093e-02
-2.851689619593464342e-03,2.825734062666190871e-02,1.110953081041192100e-02,3.209062041384434849e+00,5.001298257082033988e-04,5.042611027248656034e-04,4.131277016662204815e-02,4.776429206558370499e-02,5.900821701064123959e-02,1.501846531146917019e-01,2.106254125775941233e-01
4.457977116971763992e-02,1.097824400797228935e-02,1.114920169158534896e-02,2.716271297504396554e+00,3.382467539430963899e-02,3.384551765714392119e-02,2.084226283428219917e-01,1.010822843303896157e+00,9.662733659309824530e-01,9.741630255565950081e-02,1.235296431297289999e-01
1.307814068301164402e-02,3.986209455455878847e-02,1.194461723222382463e-02,4.473734860658158397e+00,1.796000339390792233e-03,1.874644464500749893e-03,7.864412510995766326e-01,1.493752002548777158e-01,1.445381749603897314e-01,4.643887697760004096e-01,4.810491758426712061e-01
2.850618135012453203e-02,4.747008511553389709e-02,5.171358026136442000e-03,9.144997536984708075e-01,6.749540546066405688e-05,7.260842727835691485e-08,6.742279703338569519e-01,-1.901734168089050381e-02,6.285894135831970495e-05,4.727701050807323058e-02,2.445507225764212314e-04
3.785243657620557950e-02,4.572697824927491467e-03,1.200044242700639557e-02,3.793362206255271651e+00,3.387630603135623197e-02,3.409270359213782686e-02,2.163975607815948887e+00,9.235701792762803786e-01,9.227580194832781801e-01,3.052928032191289942e-01,2.819527524646115446e-01
4.601119974361746884e-02,4.955319756488090616e-02,3.748475128131034673e-03,3.449740906870390589e+00,1.243107396813186716e-03,1.358411300790178695e-03,1.153039039769919727e+00,2.353156898107224282e-01,3.054653798581731250e-01,5.000125626141184165e-01,6.510297993989860865e-01
3.413768868048402266e-02,6.971693282613355622e-03,7.242123788775966901e-03,2.354854623842958794e-01,2.709460065160235187e-02,2.716599539787066878e-02,7.139474626831689985e-01,9.541409057622957102e-01,9.999999999999946709e-01,-5.065516980548772502e-02,2.050341587326543897e-14
4.163267300090907341e-02,3.423206550928976910e-02,1.304280734320591856e-02,1.608052893606903844e+00,1.088950374144069012e-02,1.094832012345314798e-02,5.881638201245785735e-01,8.104718346477838287e-01,6.727255096091894204e-01,5.299529772045178388e-01,4.577038148421049280e-01
9.770986478187511023e-03,-6.928120362424052860e-03,1.167852678001704558e-02,4.098102787725202312e+00,2.000380466569687266e-02,2.004090522037607972e-02,3.710055467920705952e-01,8.254094761716789241e-01,7.600116167242632059e-01,6.724564501900225366e-01,6.293079744584832991e-01
2.108657529305591610e-02,9.817622243323892092e-03,1.237915379391979834e-02,1.906842634063825370e+00,1.384635469082973018e-02,1.388448097897223427e-02,3.812628814250408338e-01,6.529654404702599502e-01,7.451250907189181927e-01,3.394872402380093024e-01,4.433018126149136928e-01
3.624463605790128468e-02,4.604458373690246964e-02,1.474670159599335631e-02,3.867721549381494484e+00,7.539472208352921909e-03,7.324339643881470734e-03,2.151325644714511931e+00,2.983424296541787868e-01,3.677154411284817570e-01,8.016299391541763519e-01,7.410424396646450029e-01
3.538727283270400037e-02,1.211964983824252197e-02,1.439745606399811181e-02,3.677778169758990412e+00,2.621080189889703205e-02,2.634406725219948925e-02,1.332653533024572123e+00,7.798003454376440935e-01,8.003021462445398804e-01,6.555730528685321801e-01,5.364099461317287654e-01
1.535496116903445861e-02,1.723154526495458000e-02,6.426546330195685892e-03,2.991072569222676947e+00,3.461945934843141393e-03,3.558815494320407419e-03,9.686955947726603178e-01,4.985806049651430039e-01,4.329610071902840196e-01,7.938401036749380690e-01,6.801947749179531044e-01
1.873712415396347128e-03,7.114467639949580494e-03,1.200313099337478595e-02,1.262938103008654611e+00,3.187277318810119442e-03,3.162140336175941167e-03,2.513698263417827317e-01,3.984044488574520759e-01,3.488173103566715727e-01,4.622602954445223511e-01,4.157420660156632697e-01
1.763214781507359274e-02,4.439669144763588524e-03,4.676973504206995667e-03,3.610809204334048950e+00,1.350843288123078703e-02,1.346232141211548862e-02,4.611146911529840908e-01,9.123190442609745432e-01,9.311523320722397967e-01,2.147351773289777888e-01,2.518966873306680010e-01
2.095884754388682714e-02,2.778326827607939531e-02,1.096034230249089483e-02,6.341624975247410756e-01,1.076339255724569066e-03,1.083110715265595643e-03,6.771459541026576823e-02,1.673240933258942631e-01,2.171418654308272522e-01,2.006583927219362240e-01,2.340235453189973835e-01
3.826163293926130443e-02,2.863787907640434616e-02,8.660953252728056245e-03,8.633786529922186925e-02,9.510903014784372750e-03,9.623800699771025910e-03,1.128976849866531573e+00,1.189236632392657977e+00,9.999220952031816489e-01,-1.305941717976501493e-01,9.197295957367456767e-05
1.501104842215309106e-02,2.706250731059853254e-02,1.229405959792329375e-02,4.600038736240858128e+00,5.480337426837619992e-03,5.573529642202658917e-03,9.319221536503892178e-01,3.310399591785140316e-01,3.238176098048954898e-01,7.823044551168643057e-01,7.707791050339227734e-01
-1.562780566820107936e-04,4.733493823557187452e-02,9.246578636444187371e-03,4.021107867271264347e+00,2.887106051088945968e-05,3.068351969220365645e-05,1.812459181314196935e-02,1.812083385058716606e-02,5.214159359768413306e-03,3.448666204207077174e-02,3.009873171167566641e-02
4.090524189706443159e-03,3.998564495018845644e-02,1.317188552056830844e-02,4.901766379836381304e+00,1.377091470751410501e-03,1.535169154950806816e-03,1.580776841993963178e+00,9.953540164671247081e-02,1.091862853996091037e-01,4.115469514019646780e-01,4.140959201506099752e-01
6.162483609367065338e-03,4.000560992877221639e-02,3.786611553386164206e-03,2.323430411602084522e+00,4.862703027724499250e-05,2.116898812090291665e-12,4.862702816034618070e-01,-2.463508798938872715e-02,2.266431243929876507e-09,-2.738981541241852780e-02,2.081544847772175679e-08
4.225283238164263128e-02,-8.038739197974587719e-03,7.237183724553969237e-03,4.176683697476623713e+00,5.009894982137869796e-02,5.029285212188815135e-02,1.939023005094533847e+00,1.016609201865930734e+00,9.996633686963328769e-01,-1.526969512844001189e-02,2.516207998625410135e-03
